genus,temp,relative_abundance
Mammaliicoccus,9.0,0.00010324179227751394
Comamonadaceae,10.9,0.0006218905472636816
Halomonas,10.9,0.0010883084577114428
Spiribacter,10.9,0.0003109452736318408
Xanthomonadaceae,10.9,0.000388681592039801
endosymbiont,10.9,0.0002332089552238806
Schlegelella,10.9,0.0001554726368159204
Terrabacteria,10.9,0.0001554726368159204
Methyloceanibacter,10.9,7.77363184079602e-05
Rubrivivax,10.9,0.0003109452736318408
Polaribacter,10.9,7.77363184079602e-05
Klebsiella,10.9,7.77363184079602e-05
Kutzneria,10.9,7.77363184079602e-05
Chromobacterium,10.9,0.0010883084577114428
pseudomallei,10.9,0.0007281553398058253
Mesorhizobium,10.9,0.002669902912621359
Thiobacillus,10.9,0.00024271844660194174
Azorhizobium,10.9,0.00024271844660194174
Enterobacter,10.9,0.0004854368932038835
Martelella,10.9,0.0007281553398058253
Agrobacterium,10.9,0.0014563106796116505
Streptomyces,10.9,0.0012135922330097086
Rhodobacter,10.9,0.0007281553398058253
Desulfomicrobium,10.9,0.00024271844660194174
Azospirillum,10.9,0.0024271844660194173
Erythrobacteraceae,10.9,0.0001554726368159204
Rhodomicrobium,10.9,0.0003109452736318408
Paenarthrobacter,9.0,5.162089613875697e-05
Roseibacterium,9.0,0.00010324179227751394
Leptospirillum,8.8,0.0031545741324921135
Sulfuricella,9.0,5.162089613875697e-05
Devosia,9.0,0.0005678298575263267
Hartmannibacter,9.0,0.00010324179227751394
Malassezia,9.3,0.024074074074074074
Kyrpidia,9.0,0.00010324179227751394
Methylocystis,9.0,0.00025810448069378485
Rothia,9.0,0.0003097253768325418
Ferrovibrio,9.0,0.0001548626884162709
Neoasaia,10.9,0.0005441542288557214
Burkholderia,10.9,0.002912621359223301
Orrella,9.0,5.162089613875697e-05
Thioflavicoccus,9.0,5.162089613875697e-05
Pseudobacter,9.0,5.162089613875697e-05
Altererythrobacter,9.0,0.00020648358455502787
Salinibacter,9.0,5.162089613875697e-05
Levilactobacillus,9.0,0.00020648358455502787
Aquabacterium,9.0,0.0003613462729712988
Pseudorhodoplanes,10.9,0.000388681592039801
Sulfitobacter,10.9,0.0004664179104477612
Kozakia,9.0,0.0003613462729712988
Chromobacteriaceae,9.0,0.00010324179227751394
Allochromatium,10.9,7.77363184079602e-05
Pseudarthrobacter,9.0,0.00020648358455502787
Thiomicrospira,9.0,5.162089613875697e-05
Chryseobacterium,9.0,0.0001548626884162709
Sugiyamaella,9.3,0.001851851851851852
Kosakonia,8.8,0.0031545741324921135
Yoonia,10.9,7.77363184079602e-05
Methyloversatilis,10.9,0.0003109452736318408
Oxalobacteraceae,9.0,0.00010324179227751394
Bordetella,10.9,0.0016990291262135922
Comamonadaceae,10.9,0.0004854368932038835
Microbulbifer,10.9,0.0003109452736318408
Methylorubrum,9.0,0.0005162089613875697
Chelatococcus,10.9,0.0004854368932038835
Mycolicibacter,10.9,0.00024271844660194174
Paraburkholderia,10.9,0.0014563106796116505
Bacteria,10.9,0.0036407766990291263
Streptococcus,10.9,0.00024271844660194174
Polaromonas,10.9,0.00024271844660194174
Neisseria,10.9,0.0005441542288557214
Rhodoplanes,9.0,0.00020648358455502787
Geoalkalibacter,9.0,5.162089613875697e-05
Desulfobulbus,10.9,7.77363184079602e-05
Azotobacter,10.9,0.0003109452736318408
Nonomuraea,9.0,0.00010324179227751394
Botrytis,10.9,0.0007281553398058253
Dyella,10.9,0.0007281553398058253
Gammaproteobacteria,10.9,0.0014563106796116505
Wenzhouxiangella,10.9,0.000388681592039801
Nitrosomonadales,10.9,0.0001554726368159204
Kinneretia,10.9,7.77363184079602e-05
Thauera,10.9,0.000970873786407767
Leptospirillum,10.9,0.002912621359223301
Starkeya,10.9,0.0004854368932038835
Bosea,10.9,0.0004854368932038835
Rhizobium,10.9,0.002184466019417476
Pseudopuniceibacterium,10.9,0.0004854368932038835
Clostridium,10.9,0.00024271844660194174
Limnohabitans,10.9,0.0002332089552238806
Beijerinckia,10.9,0.0002332089552238806
Alistipes,10.9,0.0001554726368159204
Massilia,10.9,0.0010105721393034825
Rhodospirillum,10.9,0.0010883084577114428
Serpentinomonas,10.9,0.0003109452736318408
Actinoplanes,10.9,7.77363184079602e-05
Aminobacter,10.9,0.0005441542288557214
Pulveribacter,10.9,0.0001554726368159204
Rhizobium/Agrobacterium,10.9,0.000388681592039801
Archaeoglobus,10.9,7.77363184079602e-05
Atlantibacter,10.9,7.77363184079602e-05
Actinoalloteichus,10.9,7.77363184079602e-05
Labrys,9.0,0.00020648358455502787
Curtobacterium,9.0,5.162089613875697e-05
Kangiella,9.0,0.00010324179227751394
Sulfuritalea,9.0,0.00010324179227751394
Tatlockia,9.0,5.162089613875697e-05
Oryzomicrobium,9.0,5.162089613875697e-05
Methylomonas,9.0,0.0005678298575263267
Brenneria,9.0,0.00020648358455502787
Variibacter,10.9,7.77363184079602e-05
Jeotgalibaca,10.9,7.77363184079602e-05
Chitinibacter,10.9,0.0002332089552238806
Tardiphaga,10.9,0.0002332089552238806
Arthrobacter,10.9,0.0002332089552238806
Aureimonas,10.9,0.0002332089552238806
Octadecabacter,10.9,0.0001554726368159204
Mycetohabitans,10.9,0.0001554726368159204
Psychrobacter,10.9,0.0001554726368159204
Xanthomonadales,10.9,0.0002332089552238806
Ochrobactrum,10.9,0.000388681592039801
Gluconobacter,10.9,0.000777363184079602
Izhakiella,10.9,7.77363184079602e-05
Halodesulfurarchaeum,9.0,5.162089613875697e-05
Haematobacter,9.0,5.162089613875697e-05
Octadecabacter,9.0,0.0001548626884162709
Chloracidobacterium,9.0,5.162089613875697e-05
Bradyrhizobiaceae,9.0,0.0003613462729712988
Plesiomonas,9.0,0.00010324179227751394
Porphyrobacter,9.0,0.0001548626884162709
Luteibacter,9.0,0.00010324179227751394
Dickeya,9.0,0.00020648358455502787
Frondihabitans,9.0,0.00010324179227751394
Thalassobius,9.0,0.00010324179227751394
Akkermansia,9.0,0.00010324179227751394
Gordonia,9.0,0.00025810448069378485
Methylosinus,9.0,0.00020648358455502787
Carboxydocella,9.0,0.00010324179227751394
Tistrella,10.9,0.0004854368932038835
Alcanivorax,10.9,0.0005441542288557214
Thermaerobacter,9.0,0.00020648358455502787
Nitrosomonas,9.0,0.0003613462729712988
Ensifer,9.0,0.0001548626884162709
Pedobacter,9.0,5.162089613875697e-05
Dinoroseobacter,10.9,7.77363184079602e-05
Mameliella,10.9,7.77363184079602e-05
Nitrosomonadaceae,10.9,7.77363184079602e-05
Edwardsiella,10.9,0.0003109452736318408
Echinicola,10.9,0.0001554726368159204
Heliobacterium,10.9,7.77363184079602e-05
Sulfuriferula,10.9,0.0010105721393034825
Opisthokonta,10.9,0.0001554726368159204
Botrytis,10.9,7.77363184079602e-05
Vibrio,10.9,0.0004664179104477612
Azoarcus,10.9,0.0012437810945273632
Halothece,10.9,0.0001554726368159204
Pseudonocardiaceae,10.9,0.0001554726368159204
Anaerostipes,10.9,0.0001554726368159204
Buttiauxella,10.9,7.77363184079602e-05
Candida,9.0,5.162089613875697e-05
Parvibaculum,10.9,0.0003109452736318408
Rhodospirillaceae,10.9,0.0004664179104477612
Firmicutes,9.0,0.00010324179227751394
Rhodospirillales,9.0,0.00025810448069378485
Sulfitobacter,10.9,0.00024271844660194174
Ancylobacter,10.9,0.00024271844660194174
Bacteroides,10.9,0.0004854368932038835
Thermothielavioides,10.9,0.0007281553398058253
Tomitella,10.9,0.00024271844660194174
Leisingera,9.0,0.0003097253768325418
Xanthomonas,10.9,0.0014563106796116505
Variovorax,10.9,0.001941747572815534
Zygotorulaspora,10.9,0.00024271844660194174
Cnuibacter,10.9,0.0001554726368159204
Bradyrhizobiaceae,10.9,0.0003109452736318408
Rothia,10.9,0.000388681592039801
Kitasatospora,10.9,7.77363184079602e-05
Oryzomicrobium,10.9,0.0003109452736318408
Kangiella,10.9,7.77363184079602e-05
Xylophilus,10.9,0.0004854368932038835
Phreatobacter,10.9,0.0004854368932038835
Xylanimonas,9.0,5.162089613875697e-05
Spiribacter,9.0,0.00010324179227751394
Melaminivora,10.9,0.0004854368932038835
Methylibium,9.0,0.0001548626884162709
Moraxella,9.0,0.00010324179227751394
Parachlamydia,9.0,5.162089613875697e-05
Pantoea,9.0,0.00025810448069378485
Methylocaldum,10.9,0.00024271844660194174
Croceicoccus,10.9,0.00024271844660194174
Rhodoplanes,10.9,0.00024271844660194174
Immundisolibacter,10.9,0.00024271844660194174
Nocardioides,10.9,0.00024271844660194174
Collimonas,10.9,0.0004854368932038835
Parasphingopyxis,10.9,0.0004854368932038835
Ancylobacter,9.0,0.00020648358455502787
Nitrobacter,10.9,0.0003109452736318408
Parvularcula,10.9,0.0001554726368159204
Luteitalea,10.9,7.77363184079602e-05
Paucibacter,10.9,7.77363184079602e-05
Kribbella,10.9,7.77363184079602e-05
Alicycliphilus,10.9,0.0001554726368159204
Thermobifida,10.9,7.77363184079602e-05
Litoreibacter,9.0,0.00010324179227751394
Kosmotoga,9.0,0.00010324179227751394
Rhodovulum,9.0,0.0003097253768325418
Leucobacter,9.0,5.162089613875697e-05
Roseateles,9.0,5.162089613875697e-05
Aerosticca,9.0,0.00046458806524881275
Pontivivens,10.9,0.0001554726368159204
Methylorubrum,10.9,0.0006218905472636816
Algoriphagus,10.9,7.77363184079602e-05
Meiothermus,10.9,0.0001554726368159204
Dyella,10.9,0.0004664179104477612
Caproiciproducens,10.9,7.77363184079602e-05
Ancylobacter,10.9,0.0005441542288557214
Chelatococcus,10.9,0.0002332089552238806
Devosia,10.9,0.0005441542288557214
Labrys,10.9,0.000388681592039801
Kingella,10.9,0.0001554726368159204
Ahniella,10.9,7.77363184079602e-05
Leclercia,10.9,0.0001554726368159204
Hydrogenophaga,10.9,0.0006996268656716418
Breoghania,10.9,0.0002332089552238806
Frateuria,10.9,0.0001554726368159204
Labrenzia,10.9,0.0004664179104477612
Sphingosinicella,10.9,0.0001554726368159204
Sulfurimicrobium,10.9,0.000388681592039801
Hyphomonas,10.9,7.77363184079602e-05
Duganella,10.9,0.0003109452736318408
Chelatococcus,9.0,0.0003097253768325418
Actinoplanes,9.0,0.00010324179227751394
leotiomyceta,10.9,0.0004854368932038835
Haliangium,10.9,7.77363184079602e-05
Cellvibrio,10.9,7.77363184079602e-05
Thalassococcus,10.9,7.77363184079602e-05
Silicimonas,10.9,7.77363184079602e-05
Sulfuritortus,10.9,0.0001554726368159204
Methylobacteriaceae,10.9,0.0003109452736318408
Leptothrix,10.9,0.0003109452736318408
Ornithinimicrobium,10.9,7.77363184079602e-05
Starkeya,10.9,0.0002332089552238806
Salinigranum,10.9,7.77363184079602e-05
Roseibacterium,10.9,0.0001554726368159204
Nitrosomonadales,9.0,0.0001548626884162709
Acidobacterium,10.9,0.00024271844660194174
Roseivivax,10.9,7.77363184079602e-05
Saccharopolyspora,10.9,7.77363184079602e-05
Phaeobacter,10.9,0.0004664179104477612
Actinomarinicola,10.9,0.0001554726368159204
Usitatibacter,10.9,0.0001554726368159204
Saccharothrix,10.9,0.0002332089552238806
Saccharomycetales,10.9,7.77363184079602e-05
Methylocystaceae,10.9,7.77363184079602e-05
Talaromyces,10.9,0.0005441542288557214
Spongiibacter,10.9,7.77363184079602e-05
Aurantiacibacter,10.9,7.77363184079602e-05
Ottowia,10.9,0.0002332089552238806
Mannheimia,10.9,0.0001554726368159204
Sphaerobacter,10.9,7.77363184079602e-05
Methylophaga,10.9,7.77363184079602e-05
Neobacillus,10.9,7.77363184079602e-05
Oceanicola,10.9,7.77363184079602e-05
Enterobacterales,9.3,0.009259259259259259
Saccharomycetales,9.3,0.001851851851851852
Phyllobacterium,9.0,0.00025810448069378485
Urbifossiella,9.0,0.00020648358455502787
Aquisphaera,9.0,0.00010324179227751394
Grimontia,9.0,0.00010324179227751394
Enterobacter,9.0,0.0001548626884162709
Microbulbifer,9.0,0.00025810448069378485
Magnetospira,10.9,0.000388681592039801
Enterobacteriaceae,9.3,0.001851851851851852
Micropruina,10.9,7.77363184079602e-05
Emcibacter,10.9,0.0003109452736318408
Thermincola,10.9,7.77363184079602e-05
Bombella,10.9,0.0001554726368159204
Mycobacteroides,9.0,0.00025810448069378485
Burkholderiaceae,10.9,0.0004854368932038835
Pseudohalocynthiibacter,9.0,0.00010324179227751394
Lacipirellula,10.9,7.77363184079602e-05
Pseudomonadaceae,10.9,0.0001554726368159204
Nitratiruptor,10.9,0.00024271844660194174
Acidobacterium,9.0,0.00010324179227751394
Alistipes,9.0,5.162089613875697e-05
Caproiciproducens,9.0,0.00010324179227751394
Natrarchaeobaculum,9.0,5.162089613875697e-05
Ahniella,9.0,5.162089613875697e-05
Minicystis,9.0,5.162089613875697e-05
Desulfosporosinus,9.0,0.0003097253768325418
Actinoalloteichus,9.0,5.162089613875697e-05
Azorhizobium,9.0,0.00020648358455502787
Kosakonia,9.0,0.0001548626884162709
Pigmentiphaga,9.0,0.0001548626884162709
Kocuria,9.0,5.162089613875697e-05
Sulfitobacter,9.0,0.0003097253768325418
Tsuneonella,9.0,0.00025810448069378485
Tistrella,10.9,0.0001554726368159204
Pasteurella,9.0,0.00010324179227751394
Gloeobacter,9.0,0.00010324179227751394
Sphingorhabdus,9.0,0.00010324179227751394
Tsuneonella,10.9,0.0001554726368159204
Sphingorhabdus,10.9,0.0001554726368159204
Kushneria,10.9,0.0002332089552238806
Hyphobacterium,10.9,7.77363184079602e-05
Kineobactrum,10.9,0.0001554726368159204
Roseateles,10.9,7.77363184079602e-05
Marichromatium,10.9,7.77363184079602e-05
Thermothelomyces,10.9,7.77363184079602e-05
Thioalkalivibrio,10.9,0.00024271844660194174
Sphingomonadaceae,10.9,0.0004854368932038835
Methylorubrum,10.9,0.0004854368932038835
Erythrobacteraceae,9.0,5.162089613875697e-05
Rhodospirillales,10.9,0.00024271844660194174
Bradyrhizobiaceae,10.9,0.00024271844660194174
Pelagibacterium,10.9,0.0002332089552238806
Hyphomicrobium,10.9,0.000388681592039801
Nocardioidaceae,10.9,7.77363184079602e-05
Rhodopseudomonas,10.9,0.0004854368932038835
Mycolicibacterium,10.5,0.00392156862745098
Tuwongella,10.9,7.77363184079602e-05
Methyloligella,10.9,7.77363184079602e-05
Parasedimentitalea,10.9,0.0001554726368159204
Slackia,10.9,7.77363184079602e-05
Dickeya,10.9,0.0005441542288557214
Azospira,10.9,0.0002332089552238806
Methylosinus,10.9,0.0001554726368159204
Stappia,10.9,0.0003109452736318408
Cystobacter,10.9,7.77363184079602e-05
Halomonas,10.9,0.000970873786407767
Alysiella,9.0,0.00010324179227751394
Halomonadaceae,9.0,0.00010324179227751394
Algicoccus,9.0,0.0001548626884162709
Actinobacteria,10.9,0.0012135922330097086
Advenella,10.9,0.00024271844660194174
Streptosporangium,10.9,0.00024271844660194174
Tepidiforma,10.9,0.00024271844660194174
Comamonas,10.9,0.0012135922330097086
Methylomonas,10.9,0.00024271844660194174
Janibacter,10.9,0.0004854368932038835
Snodgrassella,10.9,7.77363184079602e-05
Acidihalobacter,9.0,0.0001548626884162709
Xanthomonadales,9.0,0.00010324179227751394
Epibacterium,9.0,0.00020648358455502787
Kitasatospora,9.0,0.00020648358455502787
Cronobacter,9.0,0.00020648358455502787
Parasedimentitalea,9.0,0.00020648358455502787
Amycolatopsis,9.0,0.0003097253768325418
Cystobacter,9.0,0.0001548626884162709
Dactylococcopsis,10.9,7.77363184079602e-05
Rhodoplanes,10.9,0.000388681592039801
Ectothiorhodospira,10.9,7.77363184079602e-05
Hahella,10.9,7.77363184079602e-05
Bradymonas,10.9,7.77363184079602e-05
Rhodanobacter,10.9,0.0001554726368159204
Halioglobus,10.9,0.0001554726368159204
Parachlamydiaceae,10.9,7.77363184079602e-05
Maribius,10.9,0.0001554726368159204
Methyloligella,10.9,0.0004854368932038835
Tabrizicola,10.9,0.00024271844660194174
Mycobacteroides,10.9,0.00024271844660194174
Burkholderiales,10.9,0.002184466019417476
Oryzomicrobium,10.9,0.00024271844660194174
Halopiger,10.9,0.00024271844660194174
Edwardsiella,9.0,0.00025810448069378485
Oecophyllibacter,9.0,0.0003613462729712988
Actinopolyspora,9.0,0.0001548626884162709
Mameliella,9.0,0.0001548626884162709
Ketogulonicigenium,10.9,7.77363184079602e-05
Luteolibacter,9.0,5.162089613875697e-05
Nitrosophilus,9.0,5.162089613875697e-05
Christensenella,9.0,5.162089613875697e-05
Alcanivorax,9.0,0.0003097253768325418
Polymorphum,9.0,5.162089613875697e-05
Phreatobacter,9.0,0.0005162089613875697
Enterococcus,9.0,0.00010324179227751394
Blastococcus,9.0,5.162089613875697e-05
Duganella,9.0,0.00041296716911005574
Acidobacteriaceae,9.0,5.162089613875697e-05
Parvularcula,9.0,0.0001548626884162709
Hyphomicrobium,9.0,0.00025810448069378485
Actinosynnema,9.0,5.162089613875697e-05
Nocardiopsis,9.0,5.162089613875697e-05
Roseobacter,9.0,0.00010324179227751394
Parasphingopyxis,10.9,0.0002332089552238806
Polaromonas,10.9,0.0002332089552238806
Methylovirgula,10.9,0.0001554726368159204
Plantactinospora,9.0,0.00010324179227751394
Laribacter,9.0,0.00020648358455502787
Glycocaulis,9.0,0.00010324179227751394
Rhizobacter,9.0,0.00025810448069378485
Aurantiacibacter,9.0,0.0001548626884162709
Zymomonas,10.9,0.0002332089552238806
Brenneria,10.9,0.0002332089552238806
Desulfuromonas,10.9,7.77363184079602e-05
Chondromyces,10.9,0.0001554726368159204
Jeongeupia,10.9,0.0001554726368159204
Nakamurella,10.9,0.0002332089552238806
Alkalilimnicola,10.9,7.77363184079602e-05
Zoogloeaceae,10.9,7.77363184079602e-05
Thiocystis,10.9,0.0001554726368159204
Paenarthrobacter,10.9,0.0001554726368159204
Gallionella,10.9,7.77363184079602e-05
Pseudodesulfovibrio,10.9,7.77363184079602e-05
Sodalis,10.9,7.77363184079602e-05
Acetobacteraceae,10.9,0.00024271844660194174
Gynuella,10.9,7.77363184079602e-05
Maricaulis,10.9,0.0001554726368159204
Inhella,10.9,0.00024271844660194174
Euzebya,9.0,0.00010324179227751394
Leptolyngbya,9.0,0.00010324179227751394
Yangia,9.0,0.0001548626884162709
Micrococcus,9.0,0.00010324179227751394
cellular,9.0,0.00020648358455502787
Maricaulis,9.0,0.00010324179227751394
Roseivivax,9.0,0.00010324179227751394
pseudomallei,9.0,0.0001548626884162709
Gordonibacter,9.0,0.00010324179227751394
Deefgea,9.0,0.00010324179227751394
Pseudolysobacter,9.0,0.00010324179227751394
Nakamurella,10.9,0.00024271844660194174
Kinneretia,10.9,0.00024271844660194174
Haloactinobacterium,9.0,5.162089613875697e-05
Fluviibacter,9.0,5.162089613875697e-05
Desulfomicrobium,10.9,0.0001554726368159204
Serratia,10.9,0.0005441542288557214
Sorangium,10.9,7.77363184079602e-05
Geobacter,10.9,0.0004664179104477612
Mycolicibacterium,9.3,0.001851851851851852
Salaquimonas,10.9,7.77363184079602e-05
Methylovorus,10.9,0.0001554726368159204
Meiothermus,9.0,0.00010324179227751394
Mixta,9.0,0.0005162089613875697
Gloeobacter,10.9,0.00024271844660194174
Hymenobacter,10.9,7.77363184079602e-05
Alcaligenaceae,10.9,7.77363184079602e-05
Eubacterium,10.9,0.00024271844660194174
Luteimonas,10.9,0.00024271844660194174
Kluyveromyces,10.9,0.00024271844660194174
Euzebya,10.9,0.00024271844660194174
Oricola,10.9,0.0007281553398058253
Rhizobium/Agrobacterium,10.9,0.0007281553398058253
Usitatibacter,10.9,0.00024271844660194174
Acidiferrobacter,10.9,0.0003109452736318408
Aerosticca,10.9,0.0003109452736318408
Boseongicola,10.9,7.77363184079602e-05
Natronomonas,10.9,0.0001554726368159204
Verminephrobacter,10.9,0.0001554726368159204
Klebsiella,9.0,0.0001548626884162709
Ureibacillus,9.0,5.162089613875697e-05
Magnetospira,9.0,0.0001548626884162709
Georhizobium,10.9,0.0002332089552238806
Legionella,10.9,0.00024271844660194174
Yoonia,9.0,5.162089613875697e-05
Micavibrio,9.0,5.162089613875697e-05
Desulfolutivibrio,9.0,0.0001548626884162709
Pulveribacter,9.0,5.162089613875697e-05
Aquaspirillum,9.0,5.162089613875697e-05
Leptospirillum,9.3,0.001851851851851852
Azotobacter,9.0,0.0001548626884162709
Corynebacteriales,10.5,0.00392156862745098
Urbifossiella,10.9,0.0002332089552238806
Frigoriglobus,9.0,0.00010324179227751394
Vitreoscilla,9.0,5.162089613875697e-05
Cohnella,9.0,5.162089613875697e-05
Thiolapillus,9.0,0.00010324179227751394
Thermothielavioides,9.0,0.00010324179227751394
Oceanicola,9.0,0.00020648358455502787
Cobetia,9.0,0.00010324179227751394
Maribius,9.0,0.0001548626884162709
Streptomycetaceae,10.9,7.77363184079602e-05
Micavibrio,10.9,0.00024271844660194174
Serratia,10.9,0.00024271844660194174
Aequorivita,9.0,0.00010324179227751394
Gibbsiella,9.0,0.00010324179227751394
Myxococcus,9.0,0.00020648358455502787
Wolbachia,9.0,5.162089613875697e-05
Sulfuricaulis,9.0,5.162089613875697e-05
Tomitella,9.0,0.00020648358455502787
Egicoccus,10.9,7.77363184079602e-05
Elizabethkingia,9.3,0.001851851851851852
Thermacetogenium,10.9,7.77363184079602e-05
Propionibacteriales,10.9,7.77363184079602e-05
Xanthobacteraceae,10.9,7.77363184079602e-05
Thermomonospora,10.9,7.77363184079602e-05
Acidisarcina,10.9,0.0001554726368159204
Pelobacter,10.9,0.0001554726368159204
Yersinia,10.9,0.0002332089552238806
Pseudorhizobium,10.9,7.77363184079602e-05
Ciceribacter,10.9,7.77363184079602e-05
Pseudoxanthomonas,10.9,0.0002332089552238806
Mycobacterium,9.8,0.005154639175257732
Chondromyces,9.0,5.162089613875697e-05
Teredinibacter,9.0,0.00010324179227751394
Glaesserella,9.0,5.162089613875697e-05
Sideroxydans,10.9,0.0005441542288557214
Ruegeria,10.9,7.77363184079602e-05
Kushneria,10.9,0.00024271844660194174
Granulicella,10.9,0.00024271844660194174
Roseococcus,10.9,0.00024271844660194174
Methylomicrobium,10.9,0.0002332089552238806
Micromonosporaceae,10.9,7.77363184079602e-05
Georgenia,10.9,7.77363184079602e-05
Sulfuricaulis,10.9,7.77363184079602e-05
Nitrobacter,10.9,0.00024271844660194174
Xanthobacter,10.9,0.00024271844660194174
Rathayibacter,10.9,0.0004854368932038835
Caballeronia,10.9,7.77363184079602e-05
Aquitalea,10.9,0.0004854368932038835
Clostridium,9.0,0.00010324179227751394
Candida,9.3,0.003703703703703704
Rathayibacter,9.0,0.0001548626884162709
Piscirickettsia,9.0,0.00010324179227751394
Pararhodospirillum,9.0,0.00010324179227751394
Nordella,9.0,0.00010324179227751394
Raoultella,10.9,0.00024271844660194174
Burkholderia,9.3,0.001851851851851852
Bacterioplanes,10.9,0.00024271844660194174
Clostridiales,9.0,0.00010324179227751394
Saccharospirillum,10.9,0.0001554726368159204
Lysobacter,10.9,0.00024271844660194174
Acidithiobacillus,8.8,0.0031545741324921135
Streptacidiphilus,10.9,0.00024271844660194174
Tessaracoccus,9.0,0.00010324179227751394
Cellulosimicrobium,10.9,7.77363184079602e-05
Halorhodospira,10.9,7.77363184079602e-05
Halothiobacillus,10.9,0.0002332089552238806
Phytohabitans,10.9,7.77363184079602e-05
Brevibacillus,10.9,7.77363184079602e-05
Roseateles,10.9,0.00024271844660194174
Enterobacterales,10.5,0.00392156862745098
Echinicola,9.0,0.00010324179227751394
Dictyoglomus,9.0,0.00010324179227751394
Thiohalobacter,10.9,0.0003109452736318408
Nibricoccus,9.0,0.00010324179227751394
Blastomonas,9.0,0.00020648358455502787
Paucibacter,9.0,0.00010324179227751394
Rhodomicrobium,9.0,0.0001548626884162709
Cyanobium,9.0,5.162089613875697e-05
Sulfuriflexus,9.0,0.00010324179227751394
Phenylobacterium,9.0,0.0001548626884162709
Methyloversatilis,9.0,0.00010324179227751394
Sinorhizobium/Ensifer,9.0,0.00010324179227751394
Pseudomonadaceae,9.0,0.00010324179227751394
Prochlorococcus,9.0,0.00010324179227751394
Chloroflexus,9.0,0.00010324179227751394
Talaromyces,9.0,5.162089613875697e-05
Xanthomonadales,10.9,0.00024271844660194174
Thiohalobacter,10.9,0.00024271844660194174
Pseudomonas,8.8,0.0031545741324921135
Proteobacteria,8.8,0.0031545741324921135
Thermomonas,10.9,0.00024271844660194174
Rhodomicrobium,10.7,0.0045871559633027525
Streptomycetaceae,10.9,0.00024271844660194174
Cellulomonas,10.9,7.77363184079602e-05
Halothermothrix,10.9,7.77363184079602e-05
Bombella,9.0,0.00010324179227751394
Proteus,9.3,0.001851851851851852
Desulfococcus,9.0,5.162089613875697e-05
Ochrobactrum,9.0,5.162089613875697e-05
Baekduia,10.9,7.77363184079602e-05
Cronobacter,10.9,7.77363184079602e-05
Rhizobium/Agrobacterium,9.0,5.162089613875697e-05
Pseudothermotoga,9.0,5.162089613875697e-05
Thiobacillus,9.0,5.162089613875697e-05
Arthrobacter,9.0,0.00010324179227751394
Oceanisphaera,9.0,5.162089613875697e-05
Cutibacterium,9.0,5.162089613875697e-05
Ilumatobacter,9.0,5.162089613875697e-05
Pontibacter,10.9,0.0001554726368159204
Granulicella,10.9,0.0001554726368159204
Stella,10.9,0.0001554726368159204
Hymenobacter,9.0,0.00010324179227751394
Alteromonas,9.0,0.00010324179227751394
Amycolatopsis,10.9,0.0005441542288557214
Nitratireductor,10.9,0.00024271844660194174
Saccharothrix,10.9,0.00024271844660194174
Actinoalloteichus,10.9,0.00024271844660194174
Bombella,10.9,0.00024271844660194174
Hyphomicrobium,10.9,0.0004854368932038835
Allochromatium,10.9,0.00024271844660194174
Shewanella,10.9,0.00024271844660194174
Acidimicrobium,10.9,0.00024271844660194174
Lichenihabitans,10.9,0.00024271844660194174
Rickettsia,10.9,0.00024271844660194174
Neochlamydia,9.0,5.162089613875697e-05
Nitratireductor,9.0,0.0001548626884162709
Methanosphaerula,9.0,0.00010324179227751394
Thermovirga,9.0,0.00010324179227751394
Guyparkeria,9.0,0.00010324179227751394
Zymomonas,9.0,0.00010324179227751394
Salinimonas,9.0,0.00010324179227751394
Limnoglobus,9.0,5.162089613875697e-05
Deltaproteobacteria,9.0,5.162089613875697e-05
Sodalis,9.0,0.00010324179227751394
Halioglobus,10.9,0.00024271844660194174
Rhodobacteraceae,10.9,0.00024271844660194174
Sandaracinus,9.0,0.00010324179227751394
Acidiferrobacter,9.0,0.00010324179227751394
Micrococcales,9.0,0.00010324179227751394
Antarcticibacterium,9.0,0.00010324179227751394
Ehrlichia,9.0,0.00010324179227751394
Neomicrococcus,9.0,0.00010324179227751394
Streptomycetaceae,9.0,0.00010324179227751394
Phyllobacteriaceae,9.0,0.00025810448069378485
Halobonum,9.0,0.00010324179227751394
Pirellulimonas,9.0,0.00010324179227751394
Colwellia,10.9,0.0001554726368159204
Azospira,10.9,0.00024271844660194174
Plesiomonas,10.9,0.00024271844660194174
Gordonia,10.9,0.00024271844660194174
Pseudopuniceibacterium,9.0,0.00025810448069378485
Methylophaga,9.0,0.0001548626884162709
Roseitalea,9.0,0.00010324179227751394
Synechococcus,10.9,0.00024271844660194174
Aureimonas,10.9,0.00024271844660194174
Rubrobacter,10.9,0.00024271844660194174
Deinococcus,10.9,0.00024271844660194174
Sulfuriferula,10.9,0.00024271844660194174
Mycobacterium,10.5,0.011764705882352941
Pelagovum,10.9,7.77363184079602e-05
Noviherbaspirillum,10.9,7.77363184079602e-05
Acinetobacter,8.8,0.006309148264984227
Vitreoscilla,10.9,0.00024271844660194174
Caulobacter,10.9,0.000970873786407767
Acidihalobacter,10.9,0.00024271844660194174
Serpentinomonas,10.9,0.0004854368932038835
Labrys,10.9,0.00024271844660194174
Proteobacteria,10.7,0.0045871559633027525
Sandaracinus,10.9,7.77363184079602e-05
Pistricoccus,9.0,5.162089613875697e-05
